cement,furnaceSlag,flyAsh,water,superplasticizer,coarseAggregate,fineAggregate,Total_density,%_cement,%_furnaceSlag,%_flyAsh,%_water,%_superplast,%_coarseAGG,%_fineAgg,day,compressive strength
385,0,136,158,20,903,768,2370,0.162447257,0,0.057383966,0.066666667,0.008438819,0.381012658,0.324050633,28,55.55
500.1,0,0,200,3,1124.4,613.2,2440.7,0.204900234,0,0,0.081943705,0.001229156,0.460687508,0.251239399,28,44.13
450.1,50,0,200,3,1124.4,613.2,2440.7,0.184414307,0.020485926,0,0.081943705,0.001229156,0.460687508,0.251239399,28,39.38
397,17.2,158,167,20.8,967,633,2360,0.168220339,0.007288136,0.066949153,0.070762712,0.008813559,0.409745763,0.268220339,28,55.65
333,17.5,163,167,17.9,996,652,2346.4,0.141919536,0.007458234,0.069468121,0.071172861,0.007628708,0.424480055,0.277872486,28,47.28
334,17.6,158,189,15.3,967,633,2313.9,0.144345045,0.007606206,0.068282985,0.08168028,0.006612213,0.417909158,0.273564113,28,44.33
405,0,0,175,0,1120,695,2395,0.169102296,0,0,0.073068894,0,0.467640919,0.290187891,28,52.3
200,200,0,190,0,1145,660,2395,0.083507307,0.083507307,0,0.079331942,0,0.478079332,0.275574113,28,49.25
516,0,0,162,8.3,801,802,2289.3,0.225396409,0,0,0.070763989,0.003625562,0.349888612,0.350325427,28,41.37
145,116,119,184,5.7,833,880,2282.7,0.063521269,0.050817015,0.052131248,0.0806063,0.002497043,0.364918737,0.385508389,28,29.16
160,128,122,182,6.4,824,879,2301.4,0.069522899,0.055618319,0.053011211,0.079082298,0.002780916,0.35804293,0.381941427,28,39.4
234,156,0,189,5.9,981,760,2325.9,0.100606217,0.067070811,0,0.081258868,0.002536652,0.421772217,0.326755235,28,39.3
250,180,95,159,9.5,860,800,2353.5,0.106224772,0.076481836,0.040365413,0.067558955,0.004036541,0.365413214,0.339919269,28,67.87
475,0,0,162,9.5,1044,662,2352.5,0.201912859,0,0,0.068862912,0.004038257,0.443783209,0.281402763,28,58.52
285,190,0,163,7.6,1031,685,2361.6,0.120680894,0.08045393,0,0.069021003,0.003218157,0.436568428,0.290057588,28,53.58
356,119,0,160,9,1061,657,2362,0.150719729,0.050381033,0,0.067739204,0.00381033,0.449195597,0.278154107,28,59
275,180,120,162,10.4,830,765,2342.4,0.117400956,0.076844262,0.051229508,0.069159836,0.004439891,0.354337432,0.326588115,28,76.24
500,0,0,151,9,1033,655,2348,0.212947189,0,0,0.064310051,0.003833049,0.439948893,0.278960818,28,69.84
165,0,143.6,163.8,0,1005.6,900.9,2378.9,0.069359788,0,0.060364034,0.068855353,0,0.422716382,0.378704443,3,14.4
165,128.5,132.1,175.1,8.1,1005.8,746.6,2361.2,0.069879722,0.054421481,0.055946129,0.074157208,0.003430459,0.425969846,0.316195155,3,19.42
178,129.8,118.6,179.9,3.6,1007.3,746.8,2364,0.075296108,0.054906937,0.050169205,0.076099831,0.001522843,0.426099831,0.315905245,3,20.73
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,2362.1,0.070869142,0.054993438,0.05444308,0.074298294,0.003302146,0.42601922,0.316074679,3,14.94
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,2382,0.072376154,0.005709488,0.072376154,0.065827036,0.001721243,0.422460118,0.359529807,3,21.29
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,2368.1,0.073265487,0.021156201,0.073265487,0.069591656,0.002744817,0.424897597,0.335078755,3,23.08
167,75.4,167,164,7.9,1007.3,770.1,2358.7,0.070801713,0.031966761,0.070801713,0.069529826,0.003349303,0.427057277,0.326493407,3,15.52
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,2362.9,0.073553684,0.039527699,0.067671082,0.072918871,0.004105125,0.426255872,0.315967667,3,15.82
190.3,0,125.2,166.6,9.9,1079,798.9,2369.9,0.080298747,0,0.052829233,0.070298325,0.004177391,0.455293472,0.337102831,3,12.55
250,0,95.7,191.8,5.3,948.9,857.2,2348.9,0.106432798,0,0.040742475,0.081655243,0.002256375,0.403976329,0.364936779,3,8.49
213.5,0,174.2,159.2,11.7,1043.6,771.9,2374.1,0.089928815,0,0.073375174,0.06705699,0.004928183,0.439577103,0.325133735,3,15.61
194.7,0,100.5,170.2,7.5,998,901.8,2372.7,0.082058414,0,0.042356809,0.071732625,0.003160956,0.420617862,0.380073334,3,12.18
251.4,0,118.3,192.9,5.8,1043.6,754.3,2366.3,0.106241812,0,0.049993661,0.081519672,0.002451084,0.441026074,0.318767696,3,11.98
165,0,143.6,163.8,0,1005.6,900.9,2378.9,0.069359788,0,0.060364034,0.068855353,0,0.422716382,0.378704443,14,16.88
165,128.5,132.1,175.1,8.1,1005.8,746.6,2361.2,0.069879722,0.054421481,0.055946129,0.074157208,0.003430459,0.425969846,0.316195155,14,33.09
178,129.8,118.6,179.9,3.6,1007.3,746.8,2364,0.075296108,0.054906937,0.050169205,0.076099831,0.001522843,0.426099831,0.315905245,14,34.24
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,2362.1,0.070869142,0.054993438,0.05444308,0.074298294,0.003302146,0.42601922,0.316074679,14,31.81
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,2382,0.072376154,0.005709488,0.072376154,0.065827036,0.001721243,0.422460118,0.359529807,14,29.75
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,2368.1,0.073265487,0.021156201,0.073265487,0.069591656,0.002744817,0.424897597,0.335078755,14,33.01
167,75.4,167,164,7.9,1007.3,770.1,2358.7,0.070801713,0.031966761,0.070801713,0.069529826,0.003349303,0.427057277,0.326493407,14,32.9
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,2362.9,0.073553684,0.039527699,0.067671082,0.072918871,0.004105125,0.426255872,0.315967667,14,29.55
190.3,0,125.2,166.6,9.9,1079,798.9,2369.9,0.080298747,0,0.052829233,0.070298325,0.004177391,0.455293472,0.337102831,14,19.42
250,0,95.7,191.8,5.3,948.9,857.2,2348.9,0.106432798,0,0.040742475,0.081655243,0.002256375,0.403976329,0.364936779,14,24.66
213.5,0,174.2,159.2,11.7,1043.6,771.9,2374.1,0.089928815,0,0.073375174,0.06705699,0.004928183,0.439577103,0.325133735,14,29.59
194.7,0,100.5,170.2,7.5,998,901.8,2372.7,0.082058414,0,0.042356809,0.071732625,0.003160956,0.420617862,0.380073334,14,24.28
251.4,0,118.3,192.9,5.8,1043.6,754.3,2366.3,0.106241812,0,0.049993661,0.081519672,0.002451084,0.441026074,0.318767696,14,20.73
165,0,143.6,163.8,0,1005.6,900.9,2378.9,0.069359788,0,0.060364034,0.068855353,0,0.422716382,0.378704443,28,26.2
165,128.5,132.1,175.1,8.1,1005.8,746.6,2361.2,0.069879722,0.054421481,0.055946129,0.074157208,0.003430459,0.425969846,0.316195155,28,46.39
178,129.8,118.6,179.9,3.6,1007.3,746.8,2364,0.075296108,0.054906937,0.050169205,0.076099831,0.001522843,0.426099831,0.315905245,28,39.16
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,2362.1,0.070869142,0.054993438,0.05444308,0.074298294,0.003302146,0.42601922,0.316074679,28,41.2
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,2382,0.072376154,0.005709488,0.072376154,0.065827036,0.001721243,0.422460118,0.359529807,28,33.69
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,2368.1,0.073265487,0.021156201,0.073265487,0.069591656,0.002744817,0.424897597,0.335078755,28,38.2
167,75.4,167,164,7.9,1007.3,770.1,2358.7,0.070801713,0.031966761,0.070801713,0.069529826,0.003349303,0.427057277,0.326493407,28,41.41
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,2362.9,0.073553684,0.039527699,0.067671082,0.072918871,0.004105125,0.426255872,0.315967667,28,37.81
190.3,0,125.2,166.6,9.9,1079,798.9,2369.9,0.080298747,0,0.052829233,0.070298325,0.004177391,0.455293472,0.337102831,28,24.85
250,0,95.7,191.8,5.3,948.9,857.2,2348.9,0.106432798,0,0.040742475,0.081655243,0.002256375,0.403976329,0.364936779,28,27.22
213.5,0,174.2,159.2,11.7,1043.6,771.9,2374.1,0.089928815,0,0.073375174,0.06705699,0.004928183,0.439577103,0.325133735,28,44.64
194.7,0,100.5,170.2,7.5,998,901.8,2372.7,0.082058414,0,0.042356809,0.071732625,0.003160956,0.420617862,0.380073334,28,37.27
251.4,0,118.3,192.9,5.8,1043.6,754.3,2366.3,0.106241812,0,0.049993661,0.081519672,0.002451084,0.441026074,0.318767696,28,33.27
165,0,143.6,163.8,0,1005.6,900.9,2378.9,0.069359788,0,0.060364034,0.068855353,0,0.422716382,0.378704443,56,36.56
165,128.5,132.1,175.1,8.1,1005.8,746.6,2361.2,0.069879722,0.054421481,0.055946129,0.074157208,0.003430459,0.425969846,0.316195155,56,53.72
178,129.8,118.6,179.9,3.6,1007.3,746.8,2364,0.075296108,0.054906937,0.050169205,0.076099831,0.001522843,0.426099831,0.315905245,56,48.59
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,2362.1,0.070869142,0.054993438,0.05444308,0.074298294,0.003302146,0.42601922,0.316074679,56,51.72
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,2382,0.072376154,0.005709488,0.072376154,0.065827036,0.001721243,0.422460118,0.359529807,56,35.85
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,2368.1,0.073265487,0.021156201,0.073265487,0.069591656,0.002744817,0.424897597,0.335078755,56,53.77
167,75.4,167,164,7.9,1007.3,770.1,2358.7,0.070801713,0.031966761,0.070801713,0.069529826,0.003349303,0.427057277,0.326493407,56,53.46
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,2362.9,0.073553684,0.039527699,0.067671082,0.072918871,0.004105125,0.426255872,0.315967667,56,48.99
190.3,0,125.2,166.6,9.9,1079,798.9,2369.9,0.080298747,0,0.052829233,0.070298325,0.004177391,0.455293472,0.337102831,56,31.72
250,0,95.7,191.8,5.3,948.9,857.2,2348.9,0.106432798,0,0.040742475,0.081655243,0.002256375,0.403976329,0.364936779,56,39.64
213.5,0,174.2,159.2,11.7,1043.6,771.9,2374.1,0.089928815,0,0.073375174,0.06705699,0.004928183,0.439577103,0.325133735,56,51.26
194.7,0,100.5,170.2,7.5,998,901.8,2372.7,0.082058414,0,0.042356809,0.071732625,0.003160956,0.420617862,0.380073334,56,43.39
251.4,0,118.3,192.9,5.8,1043.6,754.3,2366.3,0.106241812,0,0.049993661,0.081519672,0.002451084,0.441026074,0.318767696,56,39.27
165,0,143.6,163.8,0,1005.6,900.9,2378.9,0.069359788,0,0.060364034,0.068855353,0,0.422716382,0.378704443,100,37.96
165,128.5,132.1,175.1,8.1,1005.8,746.6,2361.2,0.069879722,0.054421481,0.055946129,0.074157208,0.003430459,0.425969846,0.316195155,100,55.02
178,129.8,118.6,179.9,3.6,1007.3,746.8,2364,0.075296108,0.054906937,0.050169205,0.076099831,0.001522843,0.426099831,0.315905245,100,49.99
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,2362.1,0.070869142,0.054993438,0.05444308,0.074298294,0.003302146,0.42601922,0.316074679,100,53.66
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,2382,0.072376154,0.005709488,0.072376154,0.065827036,0.001721243,0.422460118,0.359529807,100,37.68
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,2368.1,0.073265487,0.021156201,0.073265487,0.069591656,0.002744817,0.424897597,0.335078755,100,56.06
167,75.4,167,164,7.9,1007.3,770.1,2358.7,0.070801713,0.031966761,0.070801713,0.069529826,0.003349303,0.427057277,0.326493407,100,56.81
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,2362.9,0.073553684,0.039527699,0.067671082,0.072918871,0.004105125,0.426255872,0.315967667,100,50.94
190.3,0,125.2,166.6,9.9,1079,798.9,2369.9,0.080298747,0,0.052829233,0.070298325,0.004177391,0.455293472,0.337102831,100,33.56
250,0,95.7,191.8,5.3,948.9,857.2,2348.9,0.106432798,0,0.040742475,0.081655243,0.002256375,0.403976329,0.364936779,100,41.16
213.5,0,174.2,159.2,11.7,1043.6,771.9,2374.1,0.089928815,0,0.073375174,0.06705699,0.004928183,0.439577103,0.325133735,100,52.96
194.7,0,100.5,170.2,7.5,998,901.8,2372.7,0.082058414,0,0.042356809,0.071732625,0.003160956,0.420617862,0.380073334,100,44.28
251.4,0,118.3,192.9,5.8,1043.6,754.3,2366.3,0.106241812,0,0.049993661,0.081519672,0.002451084,0.441026074,0.318767696,100,40.15
446,24,79,162,11.6,967,712,2401.6,0.185709527,0.009993338,0.032894737,0.06745503,0.004830113,0.402648235,0.296469021,28,57.03
446,24,79,162,11.6,967,712,2401.6,0.185709527,0.009993338,0.032894737,0.06745503,0.004830113,0.402648235,0.296469021,28,44.42
446,24,79,162,11.6,967,712,2401.6,0.185709527,0.009993338,0.032894737,0.06745503,0.004830113,0.402648235,0.296469021,28,51.02
446,24,79,162,10.3,967,712,2400.3,0.185810107,0.00999875,0.032912553,0.067491564,0.00429113,0.402866308,0.296629588,28,53.39
446,24,79,162,11.6,967,712,2401.6,0.185709527,0.009993338,0.032894737,0.06745503,0.004830113,0.402648235,0.296469021,3,35.36
446,24,79,162,11.6,967,712,2401.6,0.185709527,0.009993338,0.032894737,0.06745503,0.004830113,0.402648235,0.296469021,3,25.02
446,24,79,162,11.6,967,712,2401.6,0.185709527,0.009993338,0.032894737,0.06745503,0.004830113,0.402648235,0.296469021,3,23.35
446,24,79,162,11.6,967,712,2401.6,0.185709527,0.009993338,0.032894737,0.06745503,0.004830113,0.402648235,0.296469021,7,52.01
446,24,79,162,11.6,967,712,2401.6,0.185709527,0.009993338,0.032894737,0.06745503,0.004830113,0.402648235,0.296469021,7,38.02
446,24,79,162,11.6,967,712,2401.6,0.185709527,0.009993338,0.032894737,0.06745503,0.004830113,0.402648235,0.296469021,7,39.3
446,24,79,162,11.6,967,712,2401.6,0.185709527,0.009993338,0.032894737,0.06745503,0.004830113,0.402648235,0.296469021,56,61.07
446,24,79,162,11.6,967,712,2401.6,0.185709527,0.009993338,0.032894737,0.06745503,0.004830113,0.402648235,0.296469021,56,56.14
446,24,79,162,11.6,967,712,2401.6,0.185709527,0.009993338,0.032894737,0.06745503,0.004830113,0.402648235,0.296469021,56,55.25
446,24,79,162,10.3,967,712,2400.3,0.185810107,0.00999875,0.032912553,0.067491564,0.00429113,0.402866308,0.296629588,56,54.77
387,20,94,157,14.3,938,845,2455.3,0.157618214,0.008145644,0.038284527,0.063943306,0.005824136,0.382030709,0.344153464,28,50.24
387,20,94,157,13.9,938,845,2454.9,0.157643896,0.008146971,0.038290765,0.063953725,0.005662145,0.382092957,0.34420954,28,46.68
387,20,94,157,11.6,938,845,2452.6,0.157791731,0.008154611,0.038326674,0.0640137,0.004729675,0.382451276,0.344532333,28,46.68
387,20,94,157,14.3,938,845,2455.3,0.157618214,0.008145644,0.038284527,0.063943306,0.005824136,0.382030709,0.344153464,3,22.75
387,20,94,157,13.9,938,845,2454.9,0.157643896,0.008146971,0.038290765,0.063953725,0.005662145,0.382092957,0.34420954,3,25.51
387,20,94,157,11.6,938,845,2452.6,0.157791731,0.008154611,0.038326674,0.0640137,0.004729675,0.382451276,0.344532333,3,34.77
387,20,94,157,14.3,938,845,2455.3,0.157618214,0.008145644,0.038284527,0.063943306,0.005824136,0.382030709,0.344153464,7,36.84
387,20,94,157,13.9,938,845,2454.9,0.157643896,0.008146971,0.038290765,0.063953725,0.005662145,0.382092957,0.34420954,7,45.9
387,20,94,157,11.6,938,845,2452.6,0.157791731,0.008154611,0.038326674,0.0640137,0.004729675,0.382451276,0.344532333,7,41.67
387,20,94,157,14.3,938,845,2455.3,0.157618214,0.008145644,0.038284527,0.063943306,0.005824136,0.382030709,0.344153464,56,56.34
387,20,94,157,13.9,938,845,2454.9,0.157643896,0.008146971,0.038290765,0.063953725,0.005662145,0.382092957,0.34420954,56,47.97
387,20,94,157,11.6,938,845,2452.6,0.157791731,0.008154611,0.038326674,0.0640137,0.004729675,0.382451276,0.344532333,56,61.46
355,19,97,145,13.1,967,871,2467.1,0.14389364,0.00770135,0.039317417,0.058773459,0.005309878,0.39195817,0.353046086,28,44.03
355,19,97,145,12.3,967,871,2466.3,0.143940315,0.007703848,0.039330171,0.058792523,0.004987228,0.39208531,0.353160605,28,55.45
491,26,123,210,3.9,882,699,2434.9,0.201650992,0.010678057,0.050515422,0.086245842,0.001601708,0.362232535,0.287075445,28,55.55
491,26,123,201,3.9,822,699,2365.9,0.207532017,0.010989475,0.051988672,0.084957099,0.001648421,0.347436494,0.295447821,28,57.92
491,26,123,210,3.9,882,699,2434.9,0.201650992,0.010678057,0.050515422,0.086245842,0.001601708,0.362232535,0.287075445,3,25.61
491,26,123,210,3.9,882,699,2434.9,0.201650992,0.010678057,0.050515422,0.086245842,0.001601708,0.362232535,0.287075445,7,33.49
491,26,123,210,3.9,882,699,2434.9,0.201650992,0.010678057,0.050515422,0.086245842,0.001601708,0.362232535,0.287075445,56,59.59
491,26,123,201,3.9,822,699,2365.9,0.207532017,0.010989475,0.051988672,0.084957099,0.001648421,0.347436494,0.295447821,3,29.55
491,26,123,201,3.9,822,699,2365.9,0.207532017,0.010989475,0.051988672,0.084957099,0.001648421,0.347436494,0.295447821,7,37.92
491,26,123,201,3.9,822,699,2365.9,0.207532017,0.010989475,0.051988672,0.084957099,0.001648421,0.347436494,0.295447821,56,61.86
424,22,132,178,8.5,822,750,2336.5,0.181468008,0.009415793,0.056494757,0.076182324,0.00363792,0.35180826,0.320992938,28,62.05
424,22,132,178,8.5,882,750,2396.5,0.176924682,0.009180054,0.055080325,0.074274984,0.003546839,0.36803672,0.312956395,3,32.01
424,22,132,168,8.9,822,750,2326.9,0.182216683,0.009454639,0.056727835,0.072199063,0.003824831,0.353259702,0.322317246,28,72.1
424,22,132,178,8.5,822,750,2336.5,0.181468008,0.009415793,0.056494757,0.076182324,0.00363792,0.35180826,0.320992938,7,39
424,22,132,178,8.5,822,750,2336.5,0.181468008,0.009415793,0.056494757,0.076182324,0.00363792,0.35180826,0.320992938,56,65.7
424,22,132,168,8.9,822,750,2326.9,0.182216683,0.009454639,0.056727835,0.072199063,0.003824831,0.353259702,0.322317246,3,32.11
424,22,132,168,8.9,822,750,2326.9,0.182216683,0.009454639,0.056727835,0.072199063,0.003824831,0.353259702,0.322317246,7,40.29
424,22,132,168,8.9,822,750,2326.9,0.182216683,0.009454639,0.056727835,0.072199063,0.003824831,0.353259702,0.322317246,56,74.36
202,11,141,206,1.7,942,801,2304.7,0.087646982,0.004772855,0.061179329,0.089382566,0.000737623,0.408729987,0.347550657,28,21.97
202,11,141,206,1.7,942,801,2304.7,0.087646982,0.004772855,0.061179329,0.089382566,0.000737623,0.408729987,0.347550657,3,9.85
202,11,141,206,1.7,942,801,2304.7,0.087646982,0.004772855,0.061179329,0.089382566,0.000737623,0.408729987,0.347550657,7,15.07
202,11,141,206,1.7,942,801,2304.7,0.087646982,0.004772855,0.061179329,0.089382566,0.000737623,0.408729987,0.347550657,56,23.25
284,15,141,179,5.5,842,801,2267.5,0.125248071,0.006615215,0.062183021,0.078941566,0.002425579,0.371334068,0.353252481,28,43.73
284,15,141,179,5.5,842,801,2267.5,0.125248071,0.006615215,0.062183021,0.078941566,0.002425579,0.371334068,0.353252481,3,13.4
284,15,141,179,5.5,842,801,2267.5,0.125248071,0.006615215,0.062183021,0.078941566,0.002425579,0.371334068,0.353252481,7,24.13
284,15,141,179,5.5,842,801,2267.5,0.125248071,0.006615215,0.062183021,0.078941566,0.002425579,0.371334068,0.353252481,56,44.52
359,19,141,154,10.9,942,801,2426.9,0.147925337,0.007828918,0.058098809,0.063455437,0.004491326,0.388149491,0.330050682,28,62.94
359,19,141,154,10.9,942,801,2426.9,0.147925337,0.007828918,0.058098809,0.063455437,0.004491326,0.388149491,0.330050682,28,59.49
359,19,141,154,10.9,942,801,2426.9,0.147925337,0.007828918,0.058098809,0.063455437,0.004491326,0.388149491,0.330050682,3,25.12
359,19,141,154,10.9,942,801,2426.9,0.147925337,0.007828918,0.058098809,0.063455437,0.004491326,0.388149491,0.330050682,3,23.64
359,19,141,154,10.9,942,801,2426.9,0.147925337,0.007828918,0.058098809,0.063455437,0.004491326,0.388149491,0.330050682,7,35.75
359,19,141,154,10.9,942,801,2426.9,0.147925337,0.007828918,0.058098809,0.063455437,0.004491326,0.388149491,0.330050682,7,38.61
359,19,141,154,10.9,942,801,2426.9,0.147925337,0.007828918,0.058098809,0.063455437,0.004491326,0.388149491,0.330050682,56,68.75
359,19,141,154,10.9,942,801,2426.9,0.147925337,0.007828918,0.058098809,0.063455437,0.004491326,0.388149491,0.330050682,56,66.78
436,0,0,218,0,838.4,719.7,2212.1,0.19709778,0,0,0.09854889,0,0.379006374,0.325346955,28,23.85
289,0,0,192,0,913.2,895.3,2289.5,0.126228434,0,0,0.083861105,0,0.398864381,0.39104608,90,32.07
289,0,0,192,0,913.2,895.3,2289.5,0.126228434,0,0,0.083861105,0,0.398864381,0.39104608,3,11.65
393,0,0,192,0,940.6,785.6,2311.2,0.170041537,0,0,0.083073728,0,0.406974732,0.339910003,3,19.2
393,0,0,192,0,940.6,785.6,2311.2,0.170041537,0,0,0.083073728,0,0.406974732,0.339910003,90,48.85
393,0,0,192,0,940.6,785.6,2311.2,0.170041537,0,0,0.083073728,0,0.406974732,0.339910003,28,39.6
480,0,0,192,0,936.2,712.2,2320.4,0.206860886,0,0,0.082744354,0,0.40346492,0.30692984,28,43.94
480,0,0,192,0,936.2,712.2,2320.4,0.206860886,0,0,0.082744354,0,0.40346492,0.30692984,7,34.57
480,0,0,192,0,936.2,712.2,2320.4,0.206860886,0,0,0.082744354,0,0.40346492,0.30692984,90,54.32
480,0,0,192,0,936.2,712.2,2320.4,0.206860886,0,0,0.082744354,0,0.40346492,0.30692984,3,24.4
333,0,0,192,0,931.2,842.6,2298.8,0.144858187,0,0,0.083521837,0,0.405080912,0.366539064,3,15.62
255,0,0,192,0,889.8,945,2281.8,0.111753879,0,0,0.084144097,0,0.389955298,0.414146726,90,21.86
255,0,0,192,0,889.8,945,2281.8,0.111753879,0,0,0.084144097,0,0.389955298,0.414146726,7,10.22
289,0,0,192,0,913.2,895.3,2289.5,0.126228434,0,0,0.083861105,0,0.398864381,0.39104608,7,14.6
255,0,0,192,0,889.8,945,2281.8,0.111753879,0,0,0.084144097,0,0.389955298,0.414146726,28,18.75
333,0,0,192,0,931.2,842.6,2298.8,0.144858187,0,0,0.083521837,0,0.405080912,0.366539064,28,31.97
333,0,0,192,0,931.2,842.6,2298.8,0.144858187,0,0,0.083521837,0,0.405080912,0.366539064,7,23.4
289,0,0,192,0,913.2,895.3,2289.5,0.126228434,0,0,0.083861105,0,0.398864381,0.39104608,28,25.57
333,0,0,192,0,931.2,842.6,2298.8,0.144858187,0,0,0.083521837,0,0.405080912,0.366539064,90,41.68
393,0,0,192,0,940.6,785.6,2311.2,0.170041537,0,0,0.083073728,0,0.406974732,0.339910003,7,27.74
255,0,0,192,0,889.8,945,2281.8,0.111753879,0,0,0.084144097,0,0.389955298,0.414146726,3,8.2
158.8,238.2,0,185.7,0,1040.6,734.3,2357.6,0.067356634,0.101034951,0,0.078766542,0,0.441381065,0.311460808,7,9.62
239.6,359.4,0,185.7,0,941.6,664.3,2390.6,0.100225885,0.150338827,0,0.077679244,0,0.393876014,0.27788003,7,25.42
238.2,158.8,0,185.7,0,1040.6,734.3,2357.6,0.101034951,0.067356634,0,0.078766542,0,0.441381065,0.311460808,7,15.69
181.9,272.8,0,185.7,0,1012.4,714.3,2367.1,0.076845085,0.115246504,0,0.078450425,0,0.427696337,0.301761649,28,27.94
193.5,290.2,0,185.7,0,998.2,704.3,2371.9,0.081580168,0.122349172,0,0.078291665,0,0.420844049,0.296934947,28,32.63
255.5,170.3,0,185.7,0,1026.6,724.3,2362.4,0.108152726,0.072087707,0,0.078606502,0,0.434558077,0.306594988,7,17.24
272.8,181.9,0,185.7,0,1012.4,714.3,2367.1,0.115246504,0.076845085,0,0.078450425,0,0.427696337,0.301761649,7,19.77
239.6,359.4,0,185.7,0,941.6,664.3,2390.6,0.100225885,0.150338827,0,0.077679244,0,0.393876014,0.27788003,28,39.44
220.8,147.2,0,185.7,0,1055,744.3,2353,0.093837654,0.062558436,0,0.078920527,0,0.448363791,0.316319592,28,25.75
397,0,0,185.7,0,1040.6,734.3,2357.6,0.168391585,0,0,0.078766542,0,0.441381065,0.311460808,28,33.08
382.5,0,0,185.7,0,1047.8,739.3,2355.3,0.162399694,0,0,0.078843459,0,0.444869019,0.313887827,7,24.07
210.7,316.1,0,185.7,0,977,689.3,2378.8,0.088574071,0.132882125,0,0.07806457,0,0.410711283,0.28976795,7,21.82
158.8,238.2,0,185.7,0,1040.6,734.3,2357.6,0.067356634,0.101034951,0,0.078766542,0,0.441381065,0.311460808,28,21.07
295.8,0,0,185.7,0,1091.4,769.3,2342.2,0.126291521,0,0,0.079284433,0,0.465972163,0.328451883,7,14.84
255.5,170.3,0,185.7,0,1026.6,724.3,2362.4,0.108152726,0.072087707,0,0.078606502,0,0.434558077,0.306594988,28,32.05
203.5,135.7,0,185.7,0,1076.2,759.3,2360.4,0.086214201,0.057490256,0,0.078673106,0,0.455939671,0.321682766,7,11.96
397,0,0,185.7,0,1040.6,734.3,2357.6,0.168391585,0,0,0.078766542,0,0.441381065,0.311460808,7,25.45
381.4,0,0,185.7,0,1104.6,784.3,2456,0.15529316,0,0,0.075610749,0,0.4497557,0.319340391,28,22.49
295.8,0,0,185.7,0,1091.4,769.3,2342.2,0.126291521,0,0,0.079284433,0,0.465972163,0.328451883,28,25.22
228,342.1,0,185.7,0,955.8,674.3,2385.9,0.095561423,0.143384048,0,0.077832265,0,0.400603546,0.282618718,28,39.7
220.8,147.2,0,185.7,0,1055,744.3,2353,0.093837654,0.062558436,0,0.078920527,0,0.448363791,0.316319592,7,13.09
316.1,210.7,0,185.7,0,977,689.3,2378.8,0.132882125,0.088574071,0,0.07806457,0,0.410711283,0.28976795,28,38.7
135.7,203.5,0,185.7,0,1076.2,759.3,2360.4,0.057490256,0.086214201,0,0.078673106,0,0.455939671,0.321682766,7,7.51
238.1,0,0,185.7,0,1118.8,789.3,2331.9,0.102105579,0,0,0.079634633,0,0.479780437,0.338479352,28,17.58
339.2,0,0,185.7,0,1069.2,754.3,2348.4,0.144438767,0,0,0.079075115,0,0.455288707,0.321197411,7,21.18
135.7,203.5,0,185.7,0,1076.2,759.3,2360.4,0.057490256,0.086214201,0,0.078673106,0,0.455939671,0.321682766,28,18.2
193.5,290.2,0,185.7,0,998.2,704.3,2371.9,0.081580168,0.122349172,0,0.078291665,0,0.420844049,0.296934947,7,17.2
203.5,135.7,0,185.7,0,1076.2,759.3,2360.4,0.086214201,0.057490256,0,0.078673106,0,0.455939671,0.321682766,28,22.63
290.2,193.5,0,185.7,0,998.2,704.3,2371.9,0.122349172,0.081580168,0,0.078291665,0,0.420844049,0.296934947,7,21.86
181.9,272.8,0,185.7,0,1012.4,714.3,2367.1,0.076845085,0.115246504,0,0.078450425,0,0.427696337,0.301761649,7,12.37
170.3,155.5,0,185.7,0,1026.6,724.3,2262.4,0.075274045,0.06873232,0,0.082080976,0,0.453765912,0.320146747,28,25.73
210.7,316.1,0,185.7,0,977,689.3,2378.8,0.088574071,0.132882125,0,0.07806457,0,0.410711283,0.28976795,28,37.81
228,342.1,0,185.7,0,955.8,674.3,2385.9,0.095561423,0.143384048,0,0.077832265,0,0.400603546,0.282618718,7,21.92
290.2,193.5,0,185.7,0,998.2,704.3,2371.9,0.122349172,0.081580168,0,0.078291665,0,0.420844049,0.296934947,28,33.04
381.4,0,0,185.7,0,1104.6,784.3,2456,0.15529316,0,0,0.075610749,0,0.4497557,0.319340391,7,14.54
